text,label
24 പ്രതേകം  ശ്രെദ്ധിക്കണം  കെവിനേ  പോലുള്ളവരെ  ചർച്ചക്ക്  വിളിക്കും പോൾ  കെവിൻ  പറയുന്നത്  എന്താണ്  എന്ന്  അദ്ദേഹത്തിന്  പോലും  അറിയില്ല... കണ്ടിരിക്കുന്നവർക്കും  കെവിൻ  പറയുന്ന  ഒരു  പിണ്ണാക്കും  മനസിലാക്കുന്നില്ല....,1
ഈ ലോകത്ത് എല്ലാവർക്കും  ഫ്രീഡം ഉണ്ട്,1
Nourin sk yantukond,1
ഗേ ആയാൽ എങ്ങനെ തിരിച്ചറിയും,1
ഒരു പാട് ആളുകൾക്ക് ഉണ്ടായ അനുഭവം ആണ് നികേഷ്  പറഞ്ഞത് അനുഭവം ഉള്ളവർ പറയാൻ മടിക്കുന്നു,0
കെവിൻ മോനെ എണീറ്റു പോടാ ഊളെ..അൽപബുദ്ധിക്കാരാ,1
Tik tok and pubg,2
LGBTQIA nഇത് കൂടാതെ ഇനിയുമുണ്ട്... Sexual Orientation,1
പറഞ്ഞതിൽ പലതും ശുദ്ധ മണ്ടത്തരങ്ങൾ  ആണ്,1
നികേഷ് എന്നാ പൊളിയാ,0
Onnu kalajittu poda,1
Allah ne tuna,1
നൂറുശതമാനവും ഇറക്കുമതിയിലെ ആശ്രയിക്കുന്ന വൻ വികസിത രാജ്യങ്ങളും കൂടി ഉണ്ട് ഉദാഹരണം ദുബായ്  സ്വിറ്റ്സർലാൻഡ് അറബ് രാഷ്ട്രങ്ങൾ എന്നാൽ ഇറക്കുമതിയിൽ ഇല്ലാഞ്ഞിട്ടും ദരിദ്ര രാഷ്ട്രങ്ങൾ ഉണ്ട് ഉദാഹരണം ഇറക്കുമതി പറഞ്ഞ ആഫ്രിക്കൻ രാജ്യങ്ങൾ ഇവയെ കുറിച്ച് ഒരു വീഡിയോ ചെയ്താൽ നന്നായിരിക്കും അതായത് ഇറക്കുമതിയും കയറ്റുമതിയും ഇറക്കുമതിയും,1
ആരാന്റെ ബെഡ് റൂമിൽ ഒളിഞ്ഞു നോക്കി കമന്റ് ഇടാൻ നാണക്കേട് തോന്നുന്നില്ലേ ഊള കാക്കാ,1
Xsebder nan deleted,1
Chettante number thaaro,1
ഞാൻ എല്ലാ പച്ചക്കറികളും സോപ്പ് ഇട്ട് കഴുകി ആണ് ഫ്രിഡ്ജ് ലോക്കെ വെക്കുന്നത്. പാക്കറ്റ് സാധനങ്ങൾ മുൻകൂട്ടി വാങ്ങി വെച്ച് അഞ്ചോ ആറോ ദിവസം കഴിഞ്ഞ് ഉപയോഗിക്കുന്നു.,1
@KMW Rider vegetables and groceries okke kondu vannu udane use cheytirunno?,1
Kurach vyras sarirathil kayariyal  adutha divasam peruki kuduthalavile,1
Ee kottitta aalu enthuva parayunne,1
@Megha Benjamin sexuality ബുദ്ധിയുള്ളവർക്കും ഇല്ലാത്തവർക്കും ഉള്ള കാര്യമാണ്,1
Bro pubg ban ആകുമോ,1
@Saranya Bhaskar madam dr aano,1
@Akhil Dev ഗേ ആണോ,1
Supreme cort cheyda niyamam thenditharamai an nan kanunnad karanam ee low kond vannal HIV kooduthal kanduvarum pashchathya rashtrathil HIV ee karanam kond dhayad USA ee low kond 30 lak olam Alkar HIV k pidivattitund pinne oro varshavum 3lak students abortion cheyyapedunnund ennan kanak adkond ee chadi india karod vendilllairunnu supreme cort evde 18 age  lady kum 21 age aya boysinum kalyanam enna option undallo pinnend kondan eemadiriyulla chetta low gal,1
@Sabareesh BS mandatharam onum eganay vilichu parayalay bro,1
Ipozhum ite angeekarikan kazhiyata alukal undallo keralatil. Itano champoornna sacharata,0
സത്യം ആണോ 🤔,1
Enna  ninte vaapa tippu sultanod poy ondaklan para kalla jihadi sudappo,1
Palunni valare valare valuthayi ..yithu yentha.. please,1
@AK WIZARD BY AKSP ennal padam kayathumbo nalla time pidikum,1
ധൈര്യമായി മുന്നോട്ട് പോകൂ... നിങ്ങളെപോലുള്ളവരെ സപ്പോർട്ട് ചെയ്യാൻ വിദ്യാഭ്യാസം ഉള്ള സമൂഹം മുന്നോട്ട് വരും.,0
സമൂഹത്തിന്റെ അവഗണനയും പരിഹാസവും സഹിച്ച് ജീവിക്കുന്ന ഒരു കൂട്ടം മനുഷ്യർ.... ശരിയായ വിദ്യാഭ്യാസമോ ആരോഗ്യ സംരക്ഷണമോ,0
Tik tok nu pakaram roposo upayogikku. Indian app,1
@Minish k John k John athenthaada thayoli.. Hindu name ittaa sanghi aakuo..Patti naayinte mone.. nee parayunne appo ninte matham maathram madhiyo ivde..atho ninte matham maathram aano Sheri erappa achaaayaaaa John kunneee,1
Hi jishsa ..,2
Ashida chechi I really like u... njngade clgil vannittnd chechi ....samsaram kett kondirikkan nalla rasan,1
@muhammed at ah book nte name onn parayavo..enikonn vayikanam,1
നിങ്ങളോട് ആണിനെ കെട്ടണം എന്ന് ആരോ നിർബന്ധിച്ചു എന്ന മട്ടിലാണ് നിങ്ങളുടെ കമന്റ്.nnഇഷ്ടമുള്ളവർ തമ്മിൽ വിവാഹം ചെയ്യാൻ സ്വാതന്ത്ര്യം ഉണ്ടാകണം എന്നാണ് നികേഷ് പറഞ്ഞത്.nnഅല്ലാതെ ഇനി മുതൽ എല്ലാ ആണും ആണിനേയും എല്ലാ പെണ്ണും പെണ്ണിനേയും കെട്ടണം എന്നല്ല.nnവെറും ലൈംഗികതയ്ക്കാണ് ഇവർ കെട്ടുന്നത് എന്നത്കൊണ്ട് നിങ്ങളെന്താ ഉദ്ദേശിക്കുന്നത്?nnവെറും ലൈംഗികതയ്ക്ക് വേണ്ടി തന്നെ ആണോ പെണ്ണോ ട്രാൻസ് വ്യക്തിയോ ഒക്കെ കെട്ടി എന്ന് തന്നെയിരിക്കട്ടെ,0
Jeevitham avasanikkunnathuvare randuperum santhoshamay kazhiyatte ennu athmardhamayittu agrahikkunnu,1
Chilar angana tune cheyyan nokkum Nalla theri paranju oodichal mathi.,1
ആർക്കും ഈ അവസ്ഥ വരാതെ ഇരിക്കട്ടെ...... പച്ച പാവങ്ങൾ......,1
മോഹനൻ വൈദ്യൻ ഇവിടെ വന്നപ്പോൾ അമേരിക്കയിൽ പോകാൻ ഒരു കോട്ട് തച്ചു എന്ന് പറഞ്ഞായിരുന്നു. ആരേലും ചോദിച്ചാൽ ആ കോട്ട് ഒരു പൊട്ടന് കൊടുത്തുന്നു പറഞ്ഞേക്കു. പൊട്ടനെ കാണാൻ ഈ എപ്പിസോഡ് കണ്ടാൽ മതി,1
സർ എത്ര മിനിട്ട് വരെ വയറസ് പുറത്ത് ജീവിക്കും,1
Avatharika name enthanavo,1
@Megha Benjamin നിങ്ങളെ പോലുള്ളവർ നാളെ ഇതുപോലെ ആകാതിരിക്കാൻ,1
Agana orikkallum koduvarann pattillla... ath 2parkkum orupolla thonnannam,0
ഞാനും ഒരു homosexual ആണ് എനിക്ക് ഒരിക്കലും അതിൽ regreat തോന്നിയിട്ടില്ല,0
@Mubashir jr ഏതു മതത്തിലെ ദൈവമായാലും എല്ലാം കണക്കാ.... religion is poison,1
KOZHIKKOTTUKAR arokkey ind ivdey,1
Sunil George ente opinion sharikkum vayikku teachare... ivarkku ennalla aarkkum avaravarudethaya swathanthryathil ivide jeevikkaam... ivarkku kuttikale venam edukkanam ennokke paranjaal??? Aa kuttiyum ivare pole aayi.... Athu pinne oru sambradayamayi maranamennano thankal parayunne?,1
Ee kottitta myran eatha🤣,1
@Akku Ikku alla ninnaya uddeshiche,1
പോലീസുകാരൊക്കെ വെറും മാടമ്പി സ്വഭാവക്കാരാണ്.,1
@Dini Midhun  നിനക്കെന്താ ഇത്ര ചൊറിച്ചിൽ നിന്റെ ലൈൻ ആണോ,1
സമൂഹത്തിന്റെ അവഗണനയും പരിഹാസവും സഹിച്ച് ജീവിക്കുന്ന ഒരു കൂട്ടം മനുഷ്യർ.... ശരിയായ വിദ്യാഭ്യാസമോ ആരോഗ്യ സംരക്ഷണമോ,0
@Jinesh Vp കൊള്ളാലോ കളി..  ഡീറ്റെയിൽസ് തന്നാൽ നീ എന്നെ ഒലത്തുമോ..  ഇത് നല്ല രസമുണ്ടല്ലോ..  പറമ്പത്ത് കുട്ടിയും കോലും കളിക്കുന്ന പിള്ളേരോട് പറ..,1
ഒരു ചുക്കും ചെയ്യില്ല ഇന്ത്യ വെറുതെ ഓലപ്പടക്കം പൊട്ടിക്കുക നമ്മുടെ 20 ആളെ അവർ കൊന്ന് ഇനി 200 ആളെ നമ്മൾ കൊള്ളുക എന്നിട്ടുമതി തള്ള്,1
കെവിൻ എന്ന് പറയുന്ന ഈ ഊള ഏതാണ്,1
കൊറോണ വിചാരികുന്നതും  ഇതാണ്   എങ്ങനെ  മനുഷ്യനെ  ഇല്ലാതാക്കാം,1
@MHD VTY thangalkk avshyamulla cmnt itta pore verthe pallinte edel kuthi manappikano,1
അയ്യോടാ..എന്ത് പാവമാണ് ഇവർ രണ്ടു പേരും..നികേഷ് സംസാരിക്കുമ്പോൾ സോനു നോക്കുന്നത് കണ്ടാൽ അറിയാം അവർ തമ്മിലുള്ള സ്നേഹം..ഒരു പെൺകുട്ടിയെ വിവാഹം കഴിക്കാൻ വീട്ടുകാർ നിർബന്ധിച്ചിട്ടും ഒരു പങ്കാളി ചതിച്ചിട്ടും  സ്വയം മനസ്സിലാക്കി അതിനെ എതിർത്ത നികേഷിനോട് ബഹുമാനം തോന്നുന്നു nനിങ്ങൾ നന്നായി ജീവിക്കു‍‍,0
@Nihal kp കേരളത്തിൽ ഐസിസിലേക്ക് തീവ്രവാദറിക്രൂട്മെന്റ് നടക്കുന്നു എന്ന പച്ചയായ പരമാർത്ഥം എങ്ങനെ ആണ് വർഗീയം ആവുന്നത്🤔..മോൻ അതിനെ ഓണസദ്യയും,1
@Gymnastics Aloud നിൻ്റെ അച്ചനും അമ്മക്കും വിദ്യാഭ്യസം ഉള്ളതു കൊണ്ടാണു നീ ഉണ്ടായത് ചക്കെ,1
Happy wedding anniversary suryamma.. eniyum kure kalam 2 aalum deergausayirikatte .daivam anugrahikatte 2 aalem. Ningalde community kum society kum ningal 2 alum oru mathraka ayi maratte.,0
@V P. Roy oh my fellow ..Christianity il jaathi ചിന്തയെ കുറിച്ച് പറയുമ്പോൾ ഇസ്ലാമിന്റെ പെണ്ണ് kettu പറഞ്ഞു divert ചെയ്യല്ലേ....,1
ഞാൻ ഒരുപാട് തവണ സ്പെന്റ്‌ ചെയ്യുന്നത് helo ആണ്‌.. അത് ban ആയി... അതിന് പകരം യൂസ് ആക്കാൻ  പറ്റുന്ന നല്ല app പറഞ്ഞു തരാമോ..,1
@Manu Manu സുഹൃത്തേ അതാണ്‌ ഞാന്‍ പറഞ്ഞതും,1
Randalum life powlik,0
Surya good.  കഴിഞ്ഞ കാലം ഓർക്കുന്നതാണ്  ഏറ്റവും വലിയ കാര്യം.  God bless u,0
പ്രകൃതി എന്താണ് സഹോ?nnഎന്താണ് ഇതിൽ പ്രകൃതി വിരുദ്ധം ആയിട്ടുള്ളത്,1
നിങ്ങളുടെ മതം കാരണം,1
Anchorer kollam,1
I am made in India,2
I kall vangallleee,1
സർ ഞാനുമായി സമ്പർക്കം പുലർത്തിയ എന്റെ സുഹൃത് ഇപ്പോൾ covid പോസിറ്റീവ് ആണ്. nഞാനിനി എന്തൊക്ക കാര്യങ്ങൾ ചെയ്യണം.,1
@Suhail PA nNrc caa ivide nadappakki varunnund athukondaanu kore Bangladeshi pattikal okke pooyathu.....  India ye verukkunna kore peerakal shaheen bagum mattum konduvannu....  Pidichu annakkilozhichukoduthu chunakuttikal..... nnEda mwone pakisthanil poyittu jihadikale theerathavarkku valinju keri vanna vaanangale eduthu kalayuka ennathu valiya kaaryamonnumallla....  India bharikkunnath rss aanu  ....... India  njangade thanthayude vakathanne.....,1
Sir പാലുണ്ണി എങ്ങനെയാ natural ആയി ഒഴുവക്കാം,1
സർ വിലപ്പെട്ട അറിവുകൾnഞാൻ ഇപ്പോ ക്വാറന്റനിലാണ് വിദേശത്ത് നിന്ന് വന്നിട്ട് 20 ദിവസം കഴിഞ്ഞു. ആദ്യം 7 ദിവസം സർക്കാർ ക്വാറന്റെൻ അത് കഴിഞ്ഞ് എന്റെ വീട്ടിലെ ഭാര്യ മക്കളെ അവരുടെ വീട്ടിൽ പറഞ്ഞയച്ച് ഞാൻ ഒറ്റക്ക് വീട്ടിലാണ്. 14 ദിവസം കഴിഞ്ഞ് ഹെൽത്ത് പറഞ്ഞു ഇനിയും 14 ദിവസം വീട്ടിൽ തന്നെ ഇരിക്കണമെന്നും നിക്കൾക്ക് ഭാര്യയെ വിളിക്കാമെന്നും 10 വയസ്സിന്ന് താഴെയുള്ള മക്കളായത് കൊണ്ട് അവരെ വിളിക്കരുതെന്നും ഞാൻ ആകെ 28 ദിവസമാകാൻ കാത്തിരിക്കയാണ്.nസാറിന്റെ മുമ്പേ ത്തെ ഒരു വീഡിയോയിൽ ഞാൻ കേട്ടു ഒരാൾ രോഗിയാണെങ്കിലും 14 ദിവസം കഴിഞ്ഞാൽ മറ്റൊരാളിലേക്ക് പകർത്താനുള്ള കഴിവില്ലെന്ന് .nഅപോൾ 28 ദിവസം എന്തിനാണ് ആവശ്യം ?,1
Nengal paranhath shariyaaanenn aaadhyam gayne kurich vjarikkumbo thonniyirunnu but avar janmanaaa anganeyaaan....ath nokkumbo avar paaavangalalle....ellavarum god creationsaaan,0
Mashallah great msg big salute tx dr.sir,2
കുറേ പട്ടാളക്കാർ കഷ്ടപ്പെടുന്നു ... ഞാനടക്കമുള്ള കുറേ പേർ രാജ്യസ്നേഹം പറഞ്ഞിട്ടും ചൈനയുടെ ഉൽപ്പന്നങ്ങളും ആപ്പുകളും daily use ചെയ്യുന്നു .. അവയൊക്കെ ബഹിഷ്കരിക്കാൻ കഴിവതും ശ്രമിക്കും..,1
apo boyne ningl nth ayi anu kanunne ...boy ayi oru vikarom kanille,1
Remove china app  ഞാൻ ആദ്യം ഇൻസ്റ്റാൾ ചെയ്തിരുന്നു ഇത് വെച്  chinese app പെട്ടന്ന് കണ്ടു പിടിക്കാൻ പറ്റി nBOYCOTT CHINA,1
Illagilum... nallathe.. parayunnavare... aarkkum... kandukooda... avideyum.. undakum.. drohikal,1
@ഒരു മലയാളി  പോയി കുണ്ണയെട്ത്ത് ആട്ട് മയ്രേ,1
Nthoke paranjallum Namma single pasang thene.n*Singles like adi makkale.n,1
ഈ  സന്തോഷം എന്നും  ഉണ്ടാവട്ടെ  സഹോദരി,0
@Hemlin Emany എങ്കിൽ ഞാൻ ടിവി തല്ലി പൊട്ടിക്കും,1
Asaru vlog GET SOME EDUCATION BITCH,2
@Behind Woods,2
@Sreekesh Mohanan മതം ഇല്ലാത്ത USSR,1
Bharat Matha ki jai,1
India over populated allenno ithaanee mandan .1.33 billion aayi ini engotta pokande nammude 3 time size ulla China vare 1.40 billion aanu.,1
സുഖമായി 7.8 മണിക്കൂർ ഉറക്കം Continue ആയിട്ട് ഉറങ്ങണം എന്നുണ്ടോ dr?,1
മെസെന്ജറിൽ കുണ്ടന്മാരുടെ മെസേജ് വരുന്നവർ ഉണ്ടെങ്കിൽ ചറപറാ അടിമക്കളെ ലൈക് 🤣,1
Ithokay enginay angeekariykan pattum,1
@ഒരു മലയാളി താനേതാടാ...?nരാഷ്ട്രീയം വീട്ടീന്നാ പറയണ്ടേ???,1
Jai pubg eniyilla... Jai Bharat matha,1
will do a video,2
Athinu pubg chinees app alla... Korean app aanu...chinees company aaya tencentinu 10% share und ...athaa ellarum chinees aanenn parayunnath... nnnammal pubg kalichal kuyappamonnum illa... Pubg kalikkunnavar cash koduth enthenkilum vaangiyaal athinte 10% chinees company kk pokum,1
Broo Negal e parayunna app okke indian aano,1
സർ... നന്ദി...nഒരാൾ ചുമക്കുമ്പോൾ 200 മില്യൻ എന്ന് പറഞ്ഞു ... അപ്പോൾ ഈ വൈറസ് എത്ര സമയം അന്തരീക്ഷത്തിൽ നിലനിൽക്കും....?nഅങ്ങനെ നില നിന്നാൽ കോവിഡ് ഉള്ള ഒരു വീടിന്റെ പരിസരത്തുള്ള ആൾക്കാർക്ക് രോഗം വരാനുള്ള സാധ്യത ഇല്ലേ....,1
കെവിൻ thaagalude എഡ്യൂക്കേഷൻ ക്വാളിഫിക്കേഷൻ എന്താണ്? നിങ്ങൾ എന്താണ് പറയുന്നത് ഒന്നും manasilakkunila. വെരി ബാഡ് 🤢🤢nigalude ബോഡി ലാംഗ്വേജ് ഇൽ മനസിലാകുന്നുണ്ട് നിങ്ങൾക് ഇതിനെ കുറിച് വ്യക്തമായ arivila കോൺഫിഡൻസ് ഇല്ല. നല്ല ഇന്റർവ്യൂ ടെ വളരെ മോശമായ ഭാഗം ആണ് കെവിൻ ടെ ഭാഗം,1
Home made sweets kazhikkan pattumo,1
എന്താണ് ഗേ എന്നതിനെപ്പറ്റിയും സ്വവർഗാനുരാഗം എന്നതിനെപ്പറ്റിയും കുറേ കാര്യങ്ങൾ വായിച്ചു മനസിലാക്കുക,0
@V 4 U Media ഭയങ്കര തമാശ ഞാൻ ചിരിച്ചു ചത്തു,1
എന്റെ കുടുംബത്തിൽ എത്രയോ കല്യാണങ്ങളും പ്രണയങ്ങളും നടക്കുന്നു. അതിൽ കുറെയെണ്ണം homosexual ആയാൽ എനിക്കെന്താ? എനിക്കെന്നല്ല,0
കെവിന്റ വാ അടപ്പിച്ചു കളഞ്ഞു...,1
Chetta pubg yaa,1
Kevin mandanumalla pulli parayunna Oro karyavum correct any...pakshe athu paranju pidipikkan pullku aryilla..Kevin paranju ethiyalum Arun athu valichu pocketip ittu kodukunnu..athu pullide vakchaduriyam,1
ആ  ഹോസ്റ്റലിന്റെ  നെയിം  മാത്രം കമന്റ്‌ ബോക്സിൽ നോക്കാൻ വന്നവർ ഉണ്ടെങ്കിൽ ഇവിടെ ലൈക്‌ അടി,1
Chetta njn chettante oru big fan anu. Ella videos um kanarundu,0
Hai sooryammaaa. Ammayude vakkukal enne orupadu sagada peduthi. Engilum saghadathekkal adhikam santhoshavum enikkundayi.oppam thanne abhimanavum.karanam prathisanthikale marikadannu ithuvare ethiyille. Iniyum othiri othiri uyaraghalilekku Ethan daivam nighale sahayikkatte. God bless you sooryammaaa & ishaniikkkaaa.,0
RSS തീവ്രവാദികൾ നേരത്തെ പദ്ധതി ഇട്ട പ്രകാരം ചൈനയുമായി ചേർന്ന് നടത്തുന്ന ഒരു നാടകമാണിത്. ബലിയാടാവുന്നത് പാവം ഇന്ത്യൻ സൈനികരും,1
Kottitta pottan bababa adikkaanallo nOnnum parayaaan kittunnillanParayunnathonnum nyaayavum illa,1
സൂര്യാമാ നോമ്പ് പിടിക്കാറുണ്ടോ,1
Ethu motham kalagal pinnna phone enthinnna,1
Hpy wding anvsry surya ishan      ikkayude matham seekarichoode,0
@Joe MTJ ningade  kudumbathil  ninnu   ethenkilum   aal  marichenkil  ningal   engane   parayuka illayirunnu.,1
Sad story ... mikyavardeyum vicharam gay,1
@Nitya Nidha നീയൊക്കെ കണ്ടത് എന്താ.. മതത്തിന്റെ പേരിൽ കുത്തുപാള എടുക്കുന്നവർ ഇപ്പോഴും ഉണ്ട്,1
@Salman Faris Mwonuse eth ninak manassilaakilla kaaranam neeyathalla ennum paranj ente thoolath keeraan varall,1
China ayit muttan patilla bro,1
Kalli balli thulayatte,1
പഠിക്കണം പഠിക്കണം..... എന്തു പഠിക്കണം?? nnആ അതെനിക്കറിയില്ല..!!!,1
matamiladhahu mattadhinu matram annu,1
Karayanda.....Pottu ellam sheriyavum,0
Arun sir kidukki,0
കമ്മി ആണല്ലേ??,1
Evara polullavariku  kuttykala adoppet  cheyanula neyamam  undakata  athukond  oro  arorum  ellatha  kungukalda  life  kudee raksha pedum,0
ദേ പഞ്ചായത്തിലെ ഒരേയൊരു ബുദ്ധിമാൻ വന്നിരിക്കുന്നു,1
Tik tok  ban cheyyumm 🤙🤙,1
ജോസഫ് പുത്തൻപുരയിൽ അച്ചൻ ഉണ്ടായിരുന്നു വെങ്കിൽ അവതാരകനും സംഘവും വെള്ളം കുടിച്ചേനെ,1
കേരളത്തിൻറ ഒരു പോക്കേ.,1
@Sujith Suji മോട്ടോ ലെനോവോ യുടെ കയ്യിലാണ് സഹോ..,1
Avar already set aaann,1
@Jasim Abudulla mttc kainj teacher avan povunnu.,1
Ponno kidu roast cheyyunnath keettittum kandittum ond pakshe eth myaarakam.Thank you,1
ഇതിൽ  അടിച്ചവർ എന്താണ് ഉദ്ദേശിക്കുന്നത്,1
ഈ  xender നു പകരം app use ചെയ്യാൻ നമുക്ക് ഇന്ത്യ ക്കാർക്ക് വികസിപ്പിക്കാൻ കഴിയില്ലേ,1
പാത്തു ജനിച്ചു പോയതല്ല അവരെ ബാല്യത്തിലെ  അവരുടെ കുടുംബങ്ങളിൽ നിന്നും മറ്റുള്ളവരിൽ നിന്നും വിദ്യക്ക് പകരം ലൈംഗിക ചൂഷണം പോലുള്ളവ നേരിട്ടാൽ കുഞ്ഞുങ്ങൾ ഇങ്ങനെ ആകും  അതിൽ തെറ്റുപറയാൻ pattilla,1
Say no to pubgnSay yes to pes,1
@Sarath S മറ്റേ ചേച്ചി ഉഫ്,1
@Vyas Deepഅത് തന്നെയാണ് ഞാനും പരന്ജത,1
@R Trollz എന്നെ സബ് ചെയ്ത തിരിച്ചും ചെയാം,1
Swantham peril vannit theri vilikkaada tha....liii,1
എന്റ കൈയിൽ ഇവ ഒന്നും ഇല്ല,1
@Masakkali നീ മൊഞ്ചുള്ള ചെക്കന്മാരെ കണ്ടിട്ടില്ലേ... നിനക്ക് കാഴ്ച കുറവുണ്ടോ..,1
റഹീമിന് എന്തൊരു ഗാംഭീര്യമാണ്. നല്ല ശബ്ദം,1
Mi phone upayoogikkunna njannMi store uninstall chayyaanee,1
Sathyam enik kore anubavam ond,1
പൊട്ടൻ കൊട്ടിട്ടോ nനീ  എന്ത് തേങ്ങയാടാ പറയുന്നത്,1
Opposite il irikunna kazhitha  etha pottan,1
അവതാരകൻ പൊട്ടൻ ആണ്,1
Ath maateett avar kkonnum നഷ്ടപെടാനില്ല  അവർക്ക് കിട്ടേണ്ട പൈസ അവർ ക്ക് കിട്ടി....,1
@Abdul Malik ദയവായി താങ്കൾക് ഉണ്ടായ അനുഭവം വെച്ച് എല്ലാ ഗെയ്‌സിനും അങ്ങനെ കാണല്ലേ.. അനുവാദം ഇല്ലാതെ ഏത്തവാൻ എങ്കിലും ദേഹത്തു തൊട്ടാൽ അടിച്ചു പല്ലുപറിക്കണം.. സ്വന്തം മക്കളെ പീഡിപ്പിക്കുന്ന പിതാക്കന്മാരുണ്ട് നമ്മുടെ നാട്ടിൽ എന്നുകരുതി എല്ലാ പിതാക്കന്മാരും അങ്ങനെ ആണെന്ന് കരുതുന്നത് തെറ്റാണു,0
Prathaap Eeta Heloyil Anu Nalla Nalla Videos Anikku Kittikond Ernnathu Helo Band ayi eppa helokku pakaram nalla oru app parayamo... share chat njn use cheyyunnu pashe heloyude athra ishtapettilla,1
Dr njan um ente hus um saudi il ninnum udene nattil varunnund ..sharikum pediund  hus heart patient anu enth precaution edukanan pls replay,1
RSS തീവ്രവാദികൾ നേരത്തെ പദ്ധതി ഇട്ട പ്രകാരം ചൈനയുമായി ചേർന്ന് നടത്തുന്ന ഒരു നാടകമാണിത്.,1
Asuyakar palathum parayum dr tharunna oro arivum. Hospitalil pokunnathinekalum nallathanu,1
Vimanathil varunnavarku Corona kittan karanam parayamo,1
Aandava. Athaanu maranam. Nammlum marikkum valla choriya angane enthelum vann,1
എടൊ  ചേട്ടാ  ഒരുമിച്ചു ജീവിക്കണം എന്നതിൽ ആര് കുറ്റം പറഞ്ഞു ഞാനോ   അവരെന്തു കോപ്രായം വേണേലും കാണിക്കട്ടെ അരുൺ ചോദിച്ചപ്പോൾ നികേഷ് പറഞ്ഞു  ചേട്ടാ ഞങ്ങൾ ശാരീരിക ബന്ധത്തിൽ ഏർപ്പെടാറുണ്ട് എന്ന്  അതിൽ എന്ത് ലോജിക്കാണ് നിങ്ങൾ കാണുന്നത് എന്നതിൽ എനിക്ക്  മനസിലാകുന്നില്ല,1
